type,title,kind,num_claims,series_code,Patent Number,Application Number,Filing Date,Grant Date,Abandonment Date,Entity Status,Application Status Category,Application Status Date,time to abandonment,abstract,inventor_country,assignee_country
utility,Connector and a connector assembly,B2,15,11,6971906,11031022,1/7/2005,12/6/2005,1/4/2010,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,1/4/2010,4.082191781,"A housings (20) has a lock arm (30) that engages a mating housing (10) when the housings (10, 20) are connected completely. A cover (40) is mounted slidably on the housing (20) and is pushed rearward as the housings (10, 20) are being connected. The cover (40) is biased forward by springs (45) that have front ends connected releasably to the cover (40). The springs (45) separate the housings (10, 20) if the connecting operation is stopped too soon. However the springs (45) are released from the cover (40) and expand to an unbiased state when the connection is complete.",UNITED STATES,UNITED STATES
utility,Electrical connector with steady mating frame,B1,6,11,6971915,11106389,4/13/2005,12/6/2005,1/3/2014,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,1/6/2014,8.090410959,"An electrical connector includes an insulative housing, which includes a base section and at least two spaced and parallel longitudinal mating tongues projecting from a front face of the base section, a plurality of terminals attached on opposite surfaces of each mating tongue and a shell attached to the insulative housing. The insulative housing is provided with at least a transverse rib interconnecting corresponding longitudinal ends of the mating tongues to define a first mating frame. The shell is provided with a frame section independently serving as a second mating frame. The second mating frame surrounds the first mating frame to define an annular recess therebetween.",UNITED STATES,UNITED STATES
utility,Card connector,B1,9,11,6971918,11030141,1/7/2005,12/6/2005,1/3/2014,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,1/6/2014,8.090410959,"A card connector comprises an insulation member, a back row of spaced first contact terminals, a front row of spaced first contact terminals, a row of spaced second contact terminals and a shielding cover. The insulation member has a first receiving space for receiving a first electronic card and a second receiving space for receiving a second electronic card. Contacting portions of the back row and the front row of the first contact terminals extend into the first receiving space and are aligned and flush with each other. Contacting portions of the second contact terminals extend into the second receiving space. Soldering portions of the first and the second contact terminals all extend outwardly from the rear of the card connector. Therefore, the first and the second contact terminals can be easily soldered on a printed circuit board and entirely contact with contact pads of the electronic cards.",UNITED STATES,UNITED STATES
utility,Memory card connector,B1,4,11,6971919,11052972,2/7/2005,12/6/2005,1/1/2018,SMALL,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,1/1/2018,12.07945205,"A memory card connector includes a U-like body formed with a central portion and two arms. A cover has a free end pivotally mounted on one of the arms, and an upright portion of the cover can be fastened on the other arm of the body after a memory card is received in the body. Whereby, the memory card connector is a pivot-type structure to adapt to some digital peripheral equipment with special designs.",UNITED STATES,UNITED STATES
utility,Rear light for a motor boat propeller to facilitate safe trailer transport of the motor boat,B1,10,11,6971933,11062248,2/18/2005,12/6/2005,1/3/2014,SMALL,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,1/6/2014,8.090410959,"A tail light to be installed onto the end of a boat motor propeller, to increase visibility of the propeller when the boat is being hauled on a trailer. The tail light includes a light fixture secured to a mounting plate. The mounting plate is configured to fit onto the propeller hub. A strap releasably secures the tail light in position on the hub. The tail light is wired to wiring of the trailer to illuminate the location of the end of the propeller when the boat is secured on the trailer.",UNITED STATES,UNITED STATES
utility,Magnetic recording medium,B2,1,11,6972158,11118251,4/29/2005,12/6/2005,1/4/2010,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,1/4/2010,4.082191781,"The present invention provides a magnetic recording medium which can record both digital and analog signals by, e.g., VTR for commercial use and improve their electromagnetic conversion characteristics. A magnetic recording medium comprises a nonmagnetic support, and first and second magnetic layers comprised respectively of magnetic powder (A) and (B), wherein the first and second magnetic layers are formed on the nonmagnetic support in this order, wherein the magnetic powder (A) and (B) have the following characteristics:    ",UNITED STATES,UNITED STATES
utility,"Nitride semiconductor, semiconductor device, and method of manufacturing the same",B2,18,11,6972206,11108423,4/18/2005,12/6/2005,1/4/2010,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,1/4/2010,4.082191781,"Provided is a nitride semiconductor having a larger low-defective region on a surface thereof, a semiconductor device using the nitride semiconductor, a method of manufacturing a nitride semiconductor capable of easily reducing surface defects in a step of forming a layer through lateral growth, and a method of manufacturing a semiconductor device manufactured by the use of the nitride semiconductor. A seed crystal portion is formed into stripes on a substrate with a buffer layer sandwiched therebetween. Then, a crystal is grown from the seed crystal portion in two steps of growth conditions to form a nitride semiconductor layer. In a first step, a low temperature growth portion having a trapezoidal-shaped cross section in a layer thickness direction is formed at a growth temperature of 1030° C., and in a second step, lateral growth predominantly takes place at a growth temperature of 1070° C. Then, a high temperature growth potion is formed between the low temperature growth portions. Thereby, hillocks and lattice defects can be reduced in a region of the surface of the nitride semiconductor layer above the low temperature growth portion.",UNITED STATES,UNITED STATES
utility,Extraction of phenol-containing effluent streams,B2,10,11,6972345,11108237,4/18/2005,12/6/2005,1/1/2018,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,1/1/2018,12.07945205,"A process for extracting phenol from a phenol-containing aqueous solution is disclosed. The process entails contacting the aqueous solution with an extracting agent that comprise a mixture of 60 to 99% of methyl isobutyl ketone, 1 to 40% of anisole and 0 to 20% of mesitylene.",UNITED STATES,UNITED STATES
utility,Raceway system for office furniture,B2,4,11,6972368,11172085,6/30/2005,12/6/2005,1/1/2018,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,1/1/2018,12.07945205,"A raceway system is disclosed. The raceway system includes a first office furniture panel and a second office furniture panel angularly positioned relative to the first office furniture panel, a base cap mountable to the first office furniture panel and the second office furniture panel, at least one corner raceway section positionable adjacent the base cap, and a cover securable to the base cap. The base cap has at least one aperture for wiring to pass therethrough. The corner raceway section has a channel extending axially therethrough, and the corner raceway section allows the wiring to pass vertically through the aperture and the channel.",UNITED STATES,UNITED STATES
utility,Electronic device and information reproduction system,B2,1,11,6972373,11114682,4/26/2005,12/6/2005,1/1/2018,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,1/1/2018,12.07945205,"An electronic device according to the present invention includes: a cabinet containing an electronic circuit; a covering member containing wire rods connected to the electronic circuit and led to the outside through an opening of the cabinet; pivoting convex portion provided in one of the covering member and the cabinet; and pivoting concave portion which is provided in the other of the covering member and the cabinet 50 and supports the pivoting convex portions, wherein the covering member is pivotally supported with respect to the cabinet.According to the electronic device of the present invention, a pivot-supporting unit is provided in the connection cable; whereby pivoting the connection cable through the pivoting unit allows the lead-out direction of the connection cable from an opening of the cabinet to the outside to be selectively changed between a direction in which the connection cable is led downward from the lower surface of the cabinet and a direction sideways intersecting therewith.",UNITED STATES,UNITED STATES
utility,Glow rods with externally mountable anchoring members and related methods,B2,7,11,6972377,11039206,1/19/2005,12/6/2005,1/3/2014,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,1/6/2014,8.090410959,"Rod assemblies for guiding, routing or feeding a wire and/or cable in a target space of an existing structure having a plurality of frame members and a target internal routing space for the cable or wire, include: (a) an elongate rod having opposing first and second end portions; and (b) an anchoring member attached to the rod first end portion. In position, the anchoring member resides against a surface of a structural frame member to hold the first end portion outside of the target internal routing space and allow the second end portion to extend into the target internal routing space, thereby allowing one end of the rod to remain in a fixed location without requiring a second installer. The elongate rod can be a glow rod.",UNITED STATES,UNITED STATES
utility,Radiographic image reading apparatus,B2,14,11,6972426,11098623,4/4/2005,12/6/2005,1/3/2014,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,1/6/2014,8.090410959,"A radiographic image reading apparatus for reading radiographic image information from a photostimulable phosphor sheet after a cassette including the photostimulable phosphor sheet is loaded into the radiographic image reading apparatus, comprising: an insertion opening into which the cassette is inserted; at least two cassette detection sensors to detect the cassette inserted into the insertion opening; and an insertion roller to convey the cassette; wherein actuation of the insertion roller is controlled according to detection signals of the cassette detection sensors.",UNITED STATES,UNITED STATES
utility,Integrated circuit and method for its manufacture,B1,21,11,6972478,11075774,3/7/2005,12/6/2005,1/1/2018,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,1/1/2018,12.07945205,"An integrated circuit and methods for its manufacture are provided. The integrated circuit comprises a bulk silicon substrate having a first region of <100> crystalline orientation and a second region of <110> crystalline orientation. A layer of silicon on insulator overlies a portion of the bulk silicon substrate. At least one field effect transistor is formed in the layer of silicon on insulator, at least one P-channel field effect transistor is formed in the second region of <110> crystalline orientation, and at least one N-channel field effect transistor is formed in the first region of <100> crystalline orientation.",UNITED STATES,UNITED STATES
utility,Adjustable differential input and output drivers,B1,20,11,6972588,11029275,1/5/2005,12/6/2005,1/1/2018,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,1/1/2018,12.07945205,Systems and methods are provided using common-mode-voltage bias circuitry to make common-mode-voltage adjustments to differential driver circuitry in integrated circuit differential communications links. Adjustable bias circuitry may be controlled using static and dynamic control signals. Dynamic control signals can be produced by core logic on a programmable logic device or other integrated circuit. Static control signals can be produced by programmable elements. Bias circuit adjustments made at one end of a differential link can be used to improve performance at either end of the link or can be used to improve power consumption or to balance power and performance considerations. The same integrated circuit design can be used in both AC-coupled and DC-coupled environments. The bias circuitry can be formed from an adjustable current source and adjustable resistor. The current source and adjustable resistors can be controlled by the same control signals.,UNITED STATES,UNITED STATES
utility,Filter circuit device and method of manufacturing the same,B2,4,11,6972646,11119225,4/29/2005,12/6/2005,1/1/2018,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,1/1/2018,12.07945205,"This invention is a filter circuit having a filter element. A filter element (4) is a parallel resonator circuit including a pair of first resonator lines (19a) (19b) formed by a thick film forming technique and a pair of second resonator lines (20a) (20b). As the thickness of the pair of second resonator lines (20a) (20b) is significantly reduced, the impedance ratio between the pair of second resonator lines (20a) (20b) and the pair of first resonator lines (19a) (19b) is increased. Therefore, the length of these pairs of resonator lines (19a) (19b) (20a) (20b) is reduced and miniaturization of the filter element is realized.",UNITED STATES,UNITED STATES
utility,Thermal head,B2,8,11,6972782,11042016,1/25/2005,12/6/2005,1/3/2014,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,1/6/2014,8.090410959,"In order to reduce creases of an ink film so as to offer excellent printing quality, a thermal head for use in a thermal-transfer printer includes a heat-insulating layer; a first projection serving as a part of the heat-insulating layer; a heating element formed on the first projection; common and individual electrodes connected to the heating element; a driver IC connected to these two electrodes; a sealing member sealing the driver IC; and a second projection protruding upstream, with respect to the transport route of the ink film, of the center of a section where the heating element comes into contact with a platen, so as to lie beyond a line connecting the apexes of the first projection and the sealing member.",UNITED STATES,UNITED STATES
utility,Image processing method and image processing apparatus,B2,1,11,6972804,11083888,3/18/2005,12/6/2005,1/4/2010,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,1/4/2010,4.082191781,"Disclosed is an image processing method and an image processing apparatus that improve quality of display images in different formats of a multi-format data broadcast image. The image processing method according to the present invention comprises the steps of: separating menu data, character data, still image data, and moving image data in a plurality of formats from a broadcast video signal; generating a layer image signal such that the image signal of data in each of the formats is superimposable on the data in the plurality of formats; and subjecting the superimposed layer image signal to adaptive image processing according to a preset parameter by means of an adaptive image processing unit. Therefore, by subjecting each layer to different image processing irrespective of the type and the format of the signal, it is possible to perform image processing adapted to each format.",UNITED STATES,UNITED STATES
utility,Position detecting system and exposure apparatus using the same,B2,1,11,6972847,11115366,4/27/2005,12/6/2005,1/1/2018,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,1/1/2018,12.07945205,"A position detecting system includes a light source device for providing coherent light, an incoherence-transforming device for transforming the coherent light from the light source device, into incoherent light, an optical system for dividing the incoherent light from the incoherence-transforming device into divided light, wherein one of the divided light beams produces an intermediate image, and light from the intermediate image is directed to illuminate a target upon a surface of an object while another of divided light beams is directed to be reflected by a surface which is optically conjugate with the intermediate image, and wherein light from the target and light reflected by the conjugate surface are re-combined, an image pickup device for producing an imagewise signal corresponding to the target on the basis of the light re-combined by the optical system, wherein positional information related to a position of the target with respect to a direction along the surface of the object can be produced on the basis of the imagewise signal, and an image contrast adjusting device for adjusting image contrast of an image of a portion close to the target, as picked up by the image pickup device.",UNITED STATES,UNITED STATES
utility,"Mirror device, optical switch, electronic instrument and mirror device driving method",B2,4,11,6972884,11111716,4/22/2005,12/6/2005,1/1/2018,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,1/1/2018,12.07945205,"To provide a mirror device, an optical switch, an electronic instrument, and a mirror device driving method in which a large driving displacement can be produced for a mirror with a smaller driving force, a silicon substrate includes: at least one first mirror-side operating region integrally formed with the mirror and provided at a different position from the mirror; and at least one second mirror-side operating region provided at an end portion of the mirror, and a glass substrate includes: an opposite-side operating section, a coulomb force acting between the first mirror-side operating region and the opposite-side operating section; and another opposite-side operating section, the coulomb force acting between the second mirror-side operating region and the other opposite-side operating section. The glass substrate is formed so that a gap between the first mirror-side operating region and the opposite-side operating section is narrower than a gap between the second mirror-side operating region and the opposite-side operating section.",UNITED STATES,UNITED STATES
utility,Wide band erbium-doped fiber amplifier with gain enhancement,B2,6,11,6972899,11067428,2/25/2005,12/6/2005,1/3/2014,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,1/6/2014,8.090410959,"A wide band erbium-doped fiber amplifier with a gain enhancement is provided comprising a first fiber amplifier adapted to amplify C-band components of an input optical signal, a second fiber amplifier connected to the first fiber amplifier in series while being disposed downstream from the first fiber amplifier to amplify L-band components of the input optical signal. A C/L splitter is disposed between the first and second fiber amplifiers and to split the amplified C and L-band optical signals to flow along different paths. A fiber reflector is disposed downstream from the second fiber amplifier to reflect the amplified L-band optical signal to flow backwards toward the second fiber amplifier. A circulator is disposed between the C/L splitter and the second fiber amplifier to guide the amplified L-band optical signal, reflected to flow backwards by the fiber reflector, so that the amplified L-band optical signal flows along a path different from that of optical signals applied to the circulator. A C/L combiner combines the amplified C-band optical signal split by the C/L splitter with the amplified L-band optical signal guided by the circulator, and applies the resultant optical signal to an output stage.",UNITED STATES,UNITED STATES
utility,Three-group zoom lens including cemented lens component,B2,20,11,6972908,11045341,1/31/2005,12/6/2005,1/3/2014,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,1/6/2014,8.090410959,"A zoom lens includes three lens groups. The first lens group from the object side has negative refractive power and is formed of a lens component having negative refractive power and a lens element having positive refractive power. The second lens group from the object side has positive refractive power and is formed of two lens components, an object-side lens component that is a glass lens element with a convex surface on the optical axis on the object side and having an aspheric surface and an image-side lens component that includes a cemented surface and an image-side concave surface. The third lens group consists of a biconvex lens component. Only the first and second lens groups move along the optical axis for zooming. The zoom lens may be formed of only six lens elements, includes at least one aspheric surface, and satisfies specified conditions for compactness and aberration correction.",UNITED STATES,UNITED STATES
utility,"Lens centering mechanism, lens apparatus and imaging apparatus",B2,1,11,6972910,11102309,4/8/2005,12/6/2005,1/4/2010,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,1/4/2010,4.082191781,"A lens held by a lens holding member is to be centered easily correctly. To this end, a guide pin 21 is inserted into a guide hole 22 for positioning the lens holding member 3 with respect to the main body unit of the lens barrel 2 in a plane perpendicular to the optical axis of the lens 4 and for mounting the lens holding member for movement in a direction along the optical axis. If, in this state, each of adjustment pins 26, rotationally mounted on at least three sites on the outer peripheral surface of the main body unit of the lens barrel 2, is rotated, an offset portion 29 of the adjustment pin, offset relative to the center of rotation of the adjustment pin, is rotated, as the offset portion is engaged in an engagement hole 32 of the lens holding member 3, so that the lens holding member 3 on each site is displaced in the direction along the optical axis to adjust the tilt of the lens 4 held by the lens holding member 3. ",UNITED STATES,UNITED STATES
utility,Lens driving mechanism and image capture apparatus,B2,1,11,6972911,11109941,4/20/2005,12/6/2005,1/4/2010,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,1/4/2010,4.082191781,"This prevents biting and miniaturizes an entire mechanism. There is provided a lens driver including: a driver having a frame that holds a lens and a bearing for receiving a guiding axis to move the lens in an optical axis direction, a lead screw in which a screw to which a nut is screwed is formed, and a stepping motor for rotating the lead screw; an arm extended from the frame, in such a way a tip being next to the nut, and moving the frame by movement of the nut; a spring for pushing an arm tip towards the nut; and an idle rotation section placed on only side where the arm is placed for the nut at a lead screw end of the driver, and has an axis diameter disabling the nut to be screwed. Also there is provided an image capture apparatus having the lens driver.",UNITED STATES,UNITED STATES
utility,Liquid cooling system and personal computer using the same,B2,6,11,6972954,11079264,3/15/2005,12/6/2005,1/3/2014,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,1/6/2014,8.090410959,"A liquid cooling system which is utilizable in a personal computer includes a pump for supplying a cooling liquid; a heat receiving jacket supplied with the cooling liquid and positioned to receive heat generated from a heat generation body, a heat radiation pipe for radiating heat which is supplied by the cooling liquid passing through the heat receiving jacket, and a passage for circulating the cooling liquid passing through the heat radiation pipe into the pump. The heat radiation pipe is made of material having a corrosion resistance that is higher than that of the heat receiving jacket.",UNITED STATES,UNITED STATES
utility,Semiconductor integrated circuit capable of adjusting the operation timing of an internal circuit based on operating environments,B1,13,11,6973001,11036393,1/18/2005,12/6/2005,1/1/2018,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,1/1/2018,12.07945205,"The gates of each pair of second transistors receive a pair of delayed timing signals whose rising and falling edges are adjacent to each other, respectively, and gradually discharge the charges at a first node pre-charged to a first power supply voltage. The discharge speed varies depending on the threshold voltage, operating temperature, and power supply voltage of the transistors. A plurality of detection circuits operates at timings different from each other to detect the voltage at the first node as logic values. A selector selects any one of the second timing signals depending on a detection result provided by the detection circuit. An internal circuit operates in synchronization with the second timing signal selected. Accordingly, the operation timing of the internal circuit can be optimally adjusted in response to a change in operating environments. This allows the improvement in operation margin of the semiconductor integrated circuit.",UNITED STATES,UNITED STATES
utility,"Optical fiber, optical amplification/oscillation device, laser light generating device, laser display unit, and color laser display unit",B2,1,11,6973254,11081654,3/17/2005,12/6/2005,1/1/2018,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,1/1/2018,12.07945205,"Disclosed herein is an optical fiber including a core doped with first metal ions; and a cladding formed so as to surround the core and doped with second metal ions selected so that the absorption coefficient in a transition wavelength band of first transition of the first metal ions is greater than the absorption coefficient in a transition wavelength band of second transition of the first metal ions. The amplification of light due to the first transition is suppressed, and at least the amplification or oscillation of light due to the second transition is effected. Also disclosed are an optical amplification/oscillation device, a laser light generating device, and a laser display unit, and a color laser display unit each employing the optical fiber.",UNITED STATES,UNITED STATES
utility,Camera and wide-angle field distance-measuring camera,B2,4,11,6973262,11115857,4/26/2005,12/6/2005,1/1/2018,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,1/1/2018,12.07945205,"A camera includes a sensor array which can detect a brightness signal of a subject and has a plurality of segments for focal point detection, a first photometry unit for calculating the brightness signal of the subject on the basis of an output of one segment or outputs of the segments of the sensor array, a second photometry unit which can detect a brightness signal of the subject in a detection range wider than that for the detection of the subject brightness signal by the sensor array, and a determination unit for determining on the basis of an output of the second photometry unit whether the use of the first photometry unit is forbidden. The camera can determine backlight without any inconvenience even on photographing condition close to the very limit of a photometrical range.",UNITED STATES,UNITED STATES
utility,"Image projection apparatus, projection image pattern, laser drive apparatus, camera apparatus",B2,1,11,6973263,11084465,3/18/2005,12/6/2005,1/4/2010,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,1/4/2010,4.082191781,"Image protection apparatus wherein, a focusing lens is controlled when a shutter is operated so that a contrast signal, obtained when a luminance signal from a camera signal processing circuit is supplied to an auto focusing detection circuit, may become maximum. A laser diode is driven to generate laser beams that are condensed into parallel laser beams by a condenser. These parallel laser beams are applied to a hologram plate and thereby diffracted. The diffracted laser beams interfere with each other, to produce a hologram image with sufficient contrast. Therefore, satisfactory focusing can be made in an auto focus mode of the contrast detection system or in a manual focus mode.",UNITED STATES,UNITED STATES
utility,Device for transporting toners to/from a toner deposition unit in an electrophotographic printing or copying device,B2,20,10,6973282,10506957,3/23/2005,12/6/2005,1/3/2014,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,1/6/2014,8.090410959,"In a device for transporting toner in an electrophotographic printing or copying device, a rotatable cylinder has a cylinder sheath. The cylinder such includes a metallic layer having a surface with a roughness search that at least one of peaks and columns are provided along with recesses. The recesses of the surface are filled with plastic. Also, the cylinder sheath may include a layer of a porous ceramic material having a roughness.",UNITED STATES,UNITED STATES
utility,Method of determining the imbalance of a laundry drum,B2,7,11,6973392,11040805,1/21/2005,12/6/2005,1/1/2018,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,1/1/2018,12.07945205,"Before a washing machine is switched over to a very high spin speed in the spin program of the washing machine, the existing imbalance due to irregular distribution of laundry in the drum should be checked. If the imbalance is too strong, the spin program should be interrupted if there is a threat of excessively high bearing forces to be expected. The fluctuation in rotary speed, which may have a high frequency due to the drum speed, and of the power consumption of the washing machine motor measured downstream of the direct current intermediate circuit prior to the feed thereof into the inverter for producing the rotary field in the motor. There, the vector product of the current and the voltage for imbalance measurement by determining power is blocked off from mains network interference effects by the high capacitance of the direct current intermediate circuit.",UNITED STATES,UNITED STATES
utility,Recording medium driving device,B2,1,11,6973661,11105129,4/12/2005,12/6/2005,1/4/2010,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,1/4/2010,4.082191781,"A driving device includes a holder (16) movably carried by a chassis (5) and adapted for transporting a disc cartridge the holder holds between an insertion/ejection position and a loading position, and an ejection lever (39) for ejecting the disc cartridge from the holder (16). The driving device also includes a slider (31) movable in a direction of inserting the disc cartridge into the holder (16) and in a direction of ejecting the disc cartridge from the holder. The slider causes the holder (16) to be moved to the loading position when the slider is moved in the disc cartridge inserting direction, while causing the holder (16) to be moved to the insertion/ejection position when the slider is moved in the disc cartridge ejecting direction. The driving device also includes a spring member (45) provided between the ejection lever (39) and the slider (31) for biasing the ejection lever (39) in a direction of ejecting the disc cartridge from the holder (16) and for biasing the slider (31) in the disc cartridge inserting direction.",UNITED STATES,UNITED STATES
utility,Tile contour tool,B1,3,11,6973736,11157688,6/20/2005,12/13/2005,1/11/2010,SMALL,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,1/11/2010,4.082191781,"An apparatus for tracing a contour onto a tile prior to cutting the tile includes a base member having a first longitudinal slot and a retaining lip disposed at one end thereof. A first extension member includes a second longitudinal slot and is pivotally attached to the base member by a fastener assembly that passes through the first and second longitudinal slots. A second extension member includes a third longitudinal slot and is pivotally attached to the first extension member by a second fastener assembly that passes through the second and third longitudinal slots. The second extension member includes a 45 degree angled end that terminates in a point, the point being useful for locating a point on an obstruction. The 45 degree end is used to orient the first and second extension members at a 45 degree angle with respect to a raised edge of the base member. An opposite square end of the second extension member is useful to align the first and second extension members at a ninety degree angle with respect to the base member.",UNITED STATES,UNITED STATES
utility,Heating resistance flow rate measuring apparatus,B2,13,11,6973826,11052754,2/9/2005,12/13/2005,1/10/2014,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,1/13/2014,8.090410959,"A heating resistance flow rate measuring apparatus which can use a power source of an ECU in an automobile without requiring an expensive protective circuit and regulator. Heating of temperature detecting resistors themselves causes temperature changes on the windward and leeward sides, and these temperature changes depend on the amounts of heat generated by the temperature detecting resistors. The amounts of heat generated by the temperature detecting resistors depend on a voltage value of the ECU power source applied to the temperature detecting resistors, and an error is caused in a sensor output depending on a variation in the voltage of the ECU power source. Based on the finding that suppressing the amount of heat generated by the temperature detecting resistors is effective in avoiding the sensor output error caused depending on a variation in the output voltage of the ECU power source, means for suppressing the amount of heat generated by the temperature detecting resistors is disposed.",UNITED STATES,UNITED STATES
utility,Operating device,B2,1,11,6973848,11113379,4/21/2005,12/13/2005,1/10/2014,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,1/13/2014,8.090410959,"An operating device having a rotary knob capable of rotation operations exhibits compatibility between speed and precision in operation and does not require use of a plurality of rotary knobs. In the operating device (1) including the rotary knob (4) and the rotation detecting means (8) for detecting the rotated angle of the rotary knob, the rotary knob includes a small-diameter component (4F) for operating the rotary knob quickly, and a large-diameter component (4S) for operating the rotary knob slowly or for fine adjustment, and the determining means (9) is provided for determining the rotated position of the rotary knob when the rotary knob is operated.",UNITED STATES,UNITED STATES
utility,Method of controlling operation of internal combustion engine,B1,4,11,6973912,11109800,4/20/2005,12/13/2005,1/11/2010,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,1/11/2010,4.082191781,"An amount-of-air detecting time period Ti is preset based on an intake time period Tr during which intake air is actually drawn into a cylinder chamber. An intake air amount average value Qa during a time period, other than the time period Ti, between intake strokes is calculated. After confirmation that one half or more of an amount-of-air detecting time period Ti(n+1) has elapsed, an integrated value of the intake air amount is multiplied by a correcting coefficient Ka, and divided by the amount-of-air detecting time period Ti(n+1), thereby calculating an intake air amount Qin during the amount-of-air detecting time period Ti(n+1). The average value Qa of the intake air amount is subtracted from the amount Qin during the amount-of-air detecting time period Ti(n+1), thereby calculating an estimated amount Qp of intake air introduced into the cylinder chamber.",UNITED STATES,UNITED STATES
utility,Method for operating an internal combustion engine and device for executing the method,B2,9,11,6973914,11087891,3/23/2005,12/13/2005,1/10/2014,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,1/13/2014,8.090410959,"A method for operating an internal combustion engine and a device for executing the method which are based on the fact that a throttle valve is situated in the intake port and an exhaust emission control device is situated in the exhaust system. The air flow setpoint value for the throttle valve is changed following occurrence of a request for heating and/or regenerating the exhaust emission control device. A first diagnostics of the throttle valve provides an error signal in the event of a throttle valve error. When the error signal and the request are present, a switch is made in a characteristics map from a first or a second dataset to an additional dataset on the basis of which at least one control signal of the internal combustion engine is provided.",UNITED STATES,UNITED STATES
utility,Evaporative fuel control system for internal combustion engine,B1,4,11,6973924,11134525,5/20/2005,12/13/2005,1/8/2018,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,1/8/2018,12.07945205,"An evaporative fuel control system for an internal combustion engine having improved leak check precision and decreased false check results.The system provides a controller including a leak check control section to operate the leak check system, a refuel detecting section to determine whether refueling of the fuel tank has occurred, a purge quantity totalizing section to add up the quantity of purge during operation of the engine, and a leak check stop section to prevent the leak check until the total purge quantity that is added by the purge quantity totalizing section during operation of the engine is larger than a predetermined value if refueling is determined by the refuel check section.",UNITED STATES,UNITED STATES
